id_ingredient,singulier,pluriel,ingredient,"Energie, N x facteur Jones, avec fibres (kJ/100 g)","Protéines, N x 6.25 (g/100 g)",Lipides (g/100g),Glucides (g/100g),Sucres (g/100g),Fibres (g/100g),Sel chlorure de sodium (g/100 g),AG saturés (g/100g),Cholestérol (mg/100g),norm_ing
00657,feuillet,feuillets,Feuillet,1260,"8,39","17,8","26,1","3,03","1,65",,"10,1","39,1",feuillet
00658,liseron,liserons,,,,,,,,,,,
00659,condiment,condiments,Condiments,,,,,,,,,,condiments
00660,thiof,thiofs,Thiof,,,,,,,,,,thiof
00661,manioc,maniocs,Manioc,561,"0,69","0,043",32,,"0,4",,,,manioc
00662,lime,limes,Lime,,"0,35","0,57",,,,,,,lime
00663,berkoukes,berkoukes,Berkoukes,,,,,,,,,,berkoukes
00664,empereur,empereurs,Empereur,311,15,"1,5",traces,0,0,,"0,3",,empereur
00665,mimolette,mimolettes,Mimolette,1290,"24,4","23,4",traces,"< 0,25",0,,"16,8",67,mimolette
00666,entrecôte,entrecôtes,Entrecôte,711,"28,2","6,24",traces,,0,,"1,99",,entrecote
00667,dakatine,dakatines,Dakatine,,,,,,,,,,dakatine
00668,pot-au-feu,Pot-au-feu,Pot-au-feu,326,"10,9","2,02","3,2","1,5","1,5",,"0,82","28,8",pot-au-feu
00669,knack,knacks,Knack,1200,"12,4","25,9","1,39","1,06","1,37",,"10,9","73,1",knack
00670,wasabi,wasabis,Wasabi,,,,,,,,,,wasabi
00671,plum,plums,,,,,,,,,,,
00672,cubesMaggi,cubesMaggis,,,,,,,,,,,
00673,brède,brèdes,,,,,,,,,,,
00674,pariétaire,pariétaires,Pariétaire,,,,,,,,,,parietaire
00675,dé,dés,,,,,,,,,,,
00676,fonio,fonios,Fonio,,,,,,,,,,fonio
00677,râper,râpers,,,,,,,,,,,
00678,pangasiu,pangasius,Pangasius,276,"13,5","1,27",traces,0,0,,"0,47","29,8",pangasius
00679,appenzeller,appenzellers,Appenzeller,,,,,,,,,,appenzeller
00680,kirsch,kirschs,Kirsch,,,,,,,,,,kirsch
00681,niébé,niébés,Niébé,,,,,,,,,,niebe
00682,bergamote,bergamotes,Bergamote,,,,,,,,,,bergamote
00683,feuilleté,feuilletés,Feuilleté,1260,"8,39","17,8","26,1","3,03","1,65",,"10,1","39,1",feuillete
00684,livarot,livarots,Livarot,1260,"24,1","22,6",traces,"< 0,2",0,,"15,3","77,3",livarot
00685,perle,perles,,,,,,,,,,,
00686,vacherin,vacherins,Vacherin,1260,"18,5","25,4",traces,traces,0,,"16,3",,vacherin
00687,vol-au-vent,vol-au-vents,Vol-au-vent,,"7,29","34,9","52,9","49,9","2,51",,"16,4","14,3",vol-au-vent
00688,carpe,carpes,Carpe,633,"21,6","7,17",traces,0,0,,"1,27",84,carpe
00689,feta,fetas,Feta,,"14,5","22,8","2,5","1,13",0,,"14,3","60,3",feta
00690,brocciu,broccius,Brocciu,,,,,,,,,,brocciu
00691,bambou,bambous,Bambou,,"1,61","0,15","1,9","1,15","1,25",,"0,041",0,bambou
00692,anisette,anisettes,Anisette,,,,,,,,,,anisette
00693,miso,misos,Miso,,"11,7","5,31","18,1","6,2","5,4",,"1,01",0,miso
00694,bonite,bonites,Bonite,675,"22,3","8,01",traces,0,0,,"2,11",,bonite
00695,salami,salamis,Salami,1870,"17,7","41,8","1,05","< 0,2",traces,,"16,2","95,9",salami
00696,tapioca,tapiocas,Tapioca,1500,"0,19","0,02","87,8","3,35","0,9",,"0,005",0,tapioca
00697,munster,munsters,Munster,1430,"20,7",29,traces,0,0,,"18,8",96,munster
00698,chester,chesters,Chester,,,,,,,,,,chester
00699,faux-filet,faux-filets,Faux-filet,685,"26,6","6,27",traces,,0,,"2,1",,faux-filet
00700,bolet,bolets,Bolet,,,,,,,,,,bolet
00701,chips,chips,Chips,2270,"5,67","34,3","51,1","1,59","4,57",,"3,23","< 0,7",chips
00702,satay,satays,Satay,,,,,,,,,,satay
00703,conchiglioni,conchiglionis,Conchiglioni,,,,,,,,,,conchiglioni
00704,Saint,Saint,,,,,,,,,,,
00705,kiri,kiris,Kiri,,"10,6","18,9","24,1","3,1","1,2",,"11,3",49,kiri
00706,boulette,boulettes,,,,,,,,,,,
00707,brie,bries,Brie,1240,"16,9","25,5",traces,0,0,,"16,3","95,8",brie
00708,diot,diots,Diot,,18,30,,,0,,,,diot
00709,pèpè,pèpès,Pèpè,,,,,,,,,,pepe
00710,djansan,djansans,Djansan,,,,,,,,,,djansan
00711,méliss,mélisss,,,,,,,,,,,
00712,krisprolls,krisprolls,Krisprolls,1680,"9,75","8,25","68,5","6,2","7,3",,"1,64",,krisprolls
00713,aspartame,aspartames,Aspartame,904,"6,35",0,"69,3","6,65","2,2",,0,,aspartame
00714,algue,algues,,,,,,,,,,,
00715,cranberrie,cranberries,Cranberries,,,,,,,,,,cranberries
00716,saint-nectair,saint-nectairs,,,,,,,,,,,
00717,limoncello,limoncellos,Limoncello,,,,,,,,,,limoncello
00718,tortellini,tortellinis,Tortellini,837,"7,98","6,53","25,7","2,82","2,52",,"2,88",30,tortellini
00719,brandade,brandades,Brandade,491,"6,39","6,15","8,57","1,62","1,1",,"3,68",31,brandade
00720,grenadin,grenadins,,,,,,,,,,,
00721,mortadelle,mortadelles,Mortadelle,1260,15,"26,7","1,4",0,0,,"10,6","72,5",mortadelle
00722,carde,cardes,Carde,,,,,,,,,,carde
00723,carpaccio,carpaccios,Carpaccio,1120,"15,2",23,"0,55","0,5","0,36",,"7,38","55,6",carpaccio
00724,mirabelle,mirabelles,Mirabelle,325,"0,63","< 0,5",18,"13,3","2,2",,"< 0,01",,mirabelle
00725,aileron,ailerons,,,,,,,,,,,
00726,collet,collets,,,,,,,,,,,
00727,Blini,Blinis,Blini,,"5,98","11,2","33,7","3,14","2,35",,"3,19","24,7",blini
00728,époisse,époisses,époisses,1210,"17,4","24,5",traces,"< 0,03",traces,,"17,1","80,5",epoisses
00729,cream,cream,,,,,,,,,,,
00730,millet,millets,Millet,1480,"10,2","4,1","63,2","0,5","9,7",,"0,76",,millet
00731,pissenlit,pissenlits,Pissenlit,,"2,91","0,85","6,1","0,71","2,7",,"0,17",0,pissenlit
00732,lasagne,lasagnes,Lasagnes,749,7,"10,2",14,"2,3","1,4",,"5,23","25,6",lasagnes
00733,iceberg,icebergs,Iceberg,,"1,01","0,18","2,45","1,48","1,15",,"0,023",0,iceberg
00734,protéine,protéines,,,,,,,,,,,
00735,tempeh,tempehs,Tempeh,634,"17,6","4,7","7,89","0,24","6,2",,"0,57",0,tempeh
00736,chou-rave,chou-raves,Chou-rave,,"1,79","0,1","2,35","2,35","3,6",,"0,013",0,chou-rave
00737,zaatar,zaatars,Zaatar,,,,,,,,,,zaatar
00738,épeautre,épeautres,épeautre,1430,"15,6","2,43","59,5","6,68","10,7",,"0,41",0,epeautre
00739,sarrasin,sarrasins,Sarrasin,1470,"11,5","2,19","68,4","0,03","4,2",,"0,33",0,sarrasin
00740,tahini,tahinis,Tahini,,"20,3","53,4","13,8","0,49",7,,"7,48",0,tahini
00741,zeste,zestes,,,,,,,,,,,
00742,seitan,seitans,Seitan,566,"20,6","2,5","6,74","0,81","0,9",,"0,38",,seitan
00743,sbrinz,sbrinzs,Sbrinz,,,,,,,,,,sbrinz
00744,pipe,pipes,,,,,,,,,,,
00745,Parmigiano,Parmigianos,,,,,,,,,,,
00746,cervela,cervelas,Cervelas,1150,"11,9","24,8","1,56","0,63","0,4",,"9,37","66,8",cervelas
00747,farfalle,farfalles,Farfalle,,,,,,,,,,farfalle
00748,yet,yets,Yet,,,,,,,,,,yet
00749,jumbo,jumbos,Jumbo,,,,,,,,,,jumbo
00750,penné,pennés,Penne,,,,,,,,,,penne
00751,torsade,torsades,Torsades,,,,,,,,,,torsades
00752,coude,coudes,Coude,,,,,,,,,,coude
00753,skyr,skyrs,Skyr,,,,,,,,,,skyr
00754,poutargue,poutargues,Poutargue,,,,,,,,,,poutargue
00755,fusilli,fusillis,Fusilli,,,,,,,,,,fusilli
00756,coppa,coppas,Coppa,1180,25,20,1,"0,5",0,,"6,83",,coppa
00757,Bouillon,Bouillons,Bouillon,832,"10,8","3,1","30,9","2,2",0,,"1,08","12,8",bouillon
00758,nugget,nuggets,Nugget,1000,"13,1","13,2","16,2","1,07","1,7",,"2,42","52,1",nugget
00759,Sambal,Sambaux,,,,,,,,,,,
00760,burrata,burratas,Burrata,,,,,,,,,,burrata
00761,petit-épeautre,petit-épeautres,Petit-épeautre,1430,"15,6","2,43","59,5","6,68","10,7",,"0,41",0,petit-epeautre
00762,lier,liers,,,,,,,,,,,
00763,brandy,brandys,Brandy,,,,,,,,,,brandy
00764,glaçon,glaçons,Glaçons,,,,,,,,,,glacons
00765,orecchiette,orecchiettes,Orecchiette,,,,,,,,,,orecchiette
00766,papiller,papillers,,,,,,,,,,,
00767,corned,corneds,,,,,,,,,,,
00768,rouy,rouys,Rouy,,,,,,,,,,rouy
00769,torsette,torsettes,Torsette,,,,,,,,,,torsette
00770,siave,siave,Siave,,,,,,,,,,siave
00771,tranche,tranches,,,,,,,,,,,
00772,lasagnette,lasagnettes,Lasagnettes,,,,,,,,,,lasagnettes
00773,céréal,céréales,,,,,,,,,,,
00774,passata,passatas,Passata,,,,,,,,,,passata
00775,pappardelle,pappardelles,Pappardelles,,,,,,,,,,pappardelles
00776,biscuit,biscuits,Biscuit,,"6,43","26,9","61,7","34,3","2,71",,"14,2",,biscuit
00777,provolone,provolones,Provolone,1420,"25,1","26,6",traces,0,0,,"17,1",69,provolone
00778,mini,minis,,,,,,,,,,,
00779,rosette,rosettes,Rosette,1580,"24,2","30,7","1,79","1,46",traces,,"11,8","97,7",rosette
00780,speck,specks,Speck,1010,"12,2","9,43","25,7","3,47","1,6",,"4,67",,speck
00781,saint-marcellin,saint-marcellins,Saint-marcellin,1160,"14,8","24,3",traces,"< 0,2",0,,"18,1","93,4",saint-marcellin
00782,grappa,grappas,Grappa,,,,,,,,,,grappa
00783,cédrat,cédrats,Cédrat,899,"2,19","19,2","6,8","6,5","3,5",,"1,88",,cedrat
00784,pâtir,pâtirs,,,,,,,,,,,
00785,févette,févettes,Févette,,,,,,,,,,fevette
00786,truffe,truffes,Truffe,,"5,77","0,51",,"0,7","8,5",,"0,11",0,truffe
00787,moelle,moelles,Moelle,,,,,,,,,,moelle
00788,cola,colas,Cola,178,"0,093","0,062","10,2","10,2",0,,0,0,cola
00789,Grana,Granas,,,,,,,,,,,
00790,rigatoni,rigatonis,Rigatoni,,,,,,,,,,rigatoni
00791,Expresso,Expressos,Expresso,32,"< 0,5","0,2","1,16",traces,"< 0,5",,"0,092",0,expresso
00792,grenade,grenades,Grenade,340,"1,44","1,2","14,3","13,3","2,3",,"0,07",0,grenade
00793,schnaps,schnaps,Schnaps,,,,,,,,,,schnaps
00794,bouton,boutons,,,,,,,,,,,
00795,perche,perches,Perche,503,"22,1","3,42",traces,0,0,,"0,85","82,4",perche
00796,doubanjiang,doubanjiangs,Doubanjiang,,,,,,,,,,doubanjiang
00797,raclette,raclettes,Raclette,1430,"22,9","27,5",traces,traces,0,,"18,5","99,6",raclette
00798,mont,monts,,,,,,,,,,,
00799,picodon,picodons,Picodon,1320,"20,3",26,traces,"< 0,5",0,,"19,2",137,picodon
00800,vieux,vieux,,,,,,,,,,,
00801,abondance,abondances,Abondance,1640,"26,6","31,6",traces,"< 0,2",0,,"20,1",106,abondance
00802,Apremont,Apremont,Apremont,,,,,,,,,,apremont
00803,gendarme,gendarmes,Gendarme,,19,"24,9",,,traces,,"8,56","84,6",gendarme
00804,Cabécou,Cabécous,Cabécou,1170,19,"22,6",traces,0,0,,"17,4",78,cabecou
00805,flûte,flûtes,Flûte,,,,,,,,,,flute
00806,leffe,leffes,Leffe,,,,,,,,,,leffe
00807,tilsit,tilsits,Tilsit,,,,,,,,,,tilsit
00808,pied-de-mouton,pied-de-moutons,Pied-de-mouton,848,"18,1","14,6",traces,,0,,,,pied-de-mouton
00809,rocamadour,rocamadours,Rocamadour,1140,"17,5","22,6",traces,"< 0,14",0,,"17,1","65,5",rocamadour
